site_id,slot,energy_wh_mean,energy_wh_median,cfp_g_mean,cfp_g_median,n_days
site_ad3433ffac,42,216.996567749845,178.50213715277778,119.9739933978467,34.119675260954175,96
site_ad3433ffac,43,257.87511802686953,182.93293221028728,144.89105045750105,29.092520190104167,96
site_ad3433ffac,44,286.8739924046737,225.57768402777785,176.24753195994853,21.39513076918403,93
site_ad3433ffac,45,357.32362760622505,269.7306319444443,206.5184001663942,36.06432490985125,93
site_ad3433ffac,46,300.3880167161007,207.97876317369924,161.5020849798104,29.81319005989947,96
site_ad3433ffac,47,244.6287888276961,210.22661892361108,142.4266755772726,34.42287213125,97
site_ad3433ffac,48,278.9732725090193,193.93135677083333,157.19563937118758,39.15714962690973,97
site_ad3433ffac,49,328.59572798204545,261.54271875,221.81029719584154,36.01875870368741,95
site_ad3433ffac,50,264.7701051914168,226.43239279513887,139.10394191568656,36.56544365003213,96
site_ad3433ffac,51,312.12052799349226,222.16394184027783,153.01927138867026,48.345648202496974,96
site_ad3433ffac,52,285.1741175141249,224.2148853512612,151.6544094601566,33.57555705577262,96
site_ad3433ffac,53,356.9135456419517,236.14458072916665,173.96136589748255,41.6331965875,96
site_ad3433ffac,54,270.31434073611535,207.6070850694444,168.43266769280913,34.60332910416667,97
site_ad3433ffac,55,266.55034614298813,154.99539862783834,172.9875496970536,31.653303015562436,98
site_ad3433ffac,56,257.7268540488097,172.07023090277778,128.0090892309881,32.60163249583334,99
site_ad3433ffac,57,276.2801777206876,222.33084461805555,139.72039343446625,55.2960015625,99
site_ad3433ffac,58,277.3621449942484,205.5516775173611,156.17808294888715,41.40257394529053,98
site_ad3433ffac,59,307.76872387567295,235.23992621527782,180.89961637917764,49.58275491170315,98
site_ad3433ffac,60,292.62738498357965,243.82966740418044,165.3653336663658,50.990943489549,101
site_ad3433ffac,61,287.27579456274157,229.88326909722224,147.93108620605923,40.99249471875001,101
site_ad3433ffac,62,288.5424944254649,222.29069791666666,133.55185163738872,36.25931604227431,100
site_ad3433ffac,63,267.03171942506873,207.45080989583332,141.06371419030285,36.0856307875,99
site_ad3433ffac,64,270.38905929145557,224.37096927361927,139.14534129351912,32.12815153436226,96
site_ad3433ffac,65,247.37908366919424,173.75421961805557,128.05876423225075,36.236797529207045,98
site_ad3433ffac,66,241.5129391351807,187.54930121527772,142.8841828733062,34.080653298611104,99
site_ad3433ffac,67,227.9791827037634,171.4749001736111,111.0575304407288,30.68896254496528,97
site_ad3433ffac,68,266.33334365475025,202.6147560763889,144.5067402858486,31.22844378399182,99
site_ad3433ffac,69,287.93955549371947,224.42596790010927,166.6240759802738,32.66257779351316,99
site_ad3433ffac,70,227.802136224956,191.98605432583804,117.26689505125852,24.28028587006586,98
site_ad3433ffac,71,238.2835941472847,180.1229162326389,119.03884008143221,31.213637013531695,98
site_ad3433ffac,72,272.9107024582272,172.29325045302312,133.01483143667537,30.34856649979678,98
site_ad3433ffac,73,353.6589473550884,226.57225564236117,219.2082183963315,31.037797831250003,98
site_ad3433ffac,74,232.5218665636699,175.7655094884804,128.45854578349946,14.128142977083334,98
site_ad3433ffac,75,240.16573889032006,165.56176851361,129.58092155471905,18.762568253559028,97
site_ad3433ffac,76,216.96954975835266,146.64343594820133,128.77834682267147,17.241655634461804,98
site_ad3433ffac,77,197.6901393132673,140.95035366196402,110.93934578445375,20.340709271701385,99
site_ad3433ffac,78,231.72135727486412,157.4463845486111,146.67923120696605,17.3803419112709,99
site_ad3433ffac,79,206.15495780374303,162.3439340277778,123.29597378966261,25.7841664375,97
site_ad3433ffac,80,209.5966796200274,147.27212250761852,125.27097863249118,20.368438321875,99
site_ad3433ffac,81,220.1221741779658,152.31815581597226,128.87777215311903,16.808425958333334,98
site_ad3433ffac,82,219.59200062470688,134.12107725694446,120.47203686844341,23.075300212971843,99
site_ad3433ffac,83,222.56970774482903,170.78175911458334,108.41815209227973,25.24741433385769,98
site_ad3433ffac,84,198.86080024126758,125.41280295138888,81.99972492148466,18.9784021875,97
